Filename,Basename,Category,Path,Format,Size (KB),Color Palette,Status
"strong-vs-weak-ai.png","strong-vs-weak-ai","history","history/strong-vs-weak-ai.png",.png,8078.0,"Toffee Brown #936639",Oversized
"strong-vs-weak-ai.webp","strong-vs-weak-ai","history","history/strong-vs-weak-ai.webp",.webp,158.6,"Toffee Brown #936639",OK
"what-ai-actually-is.png","what-ai-actually-is","history","history/what-ai-actually-is.png",.png,7226.9,"Toffee Brown #936639",Oversized
"what-ai-actually-is.webp","what-ai-actually-is","history","history/what-ai-actually-is.webp",.webp,182.3,"Toffee Brown #936639",OK
"ai-governance-roadmap.png","ai-governance-roadmap","resources","resources/ai-governance-roadmap.png",.png,5336.0,"Mixed (category-based)",Oversized
"ai-governance-roadmap.webp","ai-governance-roadmap","resources","resources/ai-governance-roadmap.webp",.webp,216.3,"Mixed (category-based)",Oversized
"aigp-study-guide.png","aigp-study-guide","resources","resources/aigp-study-guide.png",.png,5612.6,"Mixed (category-based)",Oversized
"aigp-study-guide.webp","aigp-study-guide","resources","resources/aigp-study-guide.webp",.webp,257.9,"Mixed (category-based)",Oversized
"bias-audit-checklist.png","bias-audit-checklist","resources","resources/bias-audit-checklist.png",.png,5155.7,"Mixed (category-based)",Oversized
"bias-audit-checklist.webp","bias-audit-checklist","resources","resources/bias-audit-checklist.webp",.webp,163.8,"Mixed (category-based)",OK
"ethics-review-checklist.png","ethics-review-checklist","resources","resources/ethics-review-checklist.png",.png,5331.3,"Mixed (category-based)",Oversized
"ethics-review-checklist.webp","ethics-review-checklist","resources","resources/ethics-review-checklist.webp",.webp,230.4,"Mixed (category-based)",Oversized
"impact-assessment-template.png","impact-assessment-template","resources","resources/impact-assessment-template.png",.png,5776.5,"Mixed (category-based)",Oversized
"impact-assessment-template.webp","impact-assessment-template","resources","resources/impact-assessment-template.webp",.webp,139.1,"Mixed (category-based)",OK
"incident-response-playbook.png","incident-response-playbook","resources","resources/incident-response-playbook.png",.png,5534.0,"Mixed (category-based)",Oversized
"incident-response-playbook.webp","incident-response-playbook","resources","resources/incident-response-playbook.webp",.webp,221.6,"Mixed (category-based)",Oversized
"model-card-template.png","model-card-template","resources","resources/model-card-template.png",.png,4870.2,"Mixed (category-based)",Oversized
"model-card-template.webp","model-card-template","resources","resources/model-card-template.webp",.webp,174.6,"Mixed (category-based)",OK
"policy-templates.png","policy-templates","resources","resources/policy-templates.png",.png,5459.3,"Mixed (category-based)",Oversized
"policy-templates.webp","policy-templates","resources","resources/policy-templates.webp",.webp,176.6,"Mixed (category-based)",OK
"risk-assessment-template.png","risk-assessment-template","resources","resources/risk-assessment-template.png",.png,6104.6,"Mixed (category-based)",Oversized
"risk-assessment-template.webp","risk-assessment-template","resources","resources/risk-assessment-template.webp",.webp,223.9,"Mixed (category-based)",Oversized
"vendor-evaluation-scorecard.png","vendor-evaluation-scorecard","resources","resources/vendor-evaluation-scorecard.png",.png,5830.8,"Mixed (category-based)",Oversized
"vendor-evaluation-scorecard.webp","vendor-evaluation-scorecard","resources","resources/vendor-evaluation-scorecard.webp",.webp,227.0,"Mixed (category-based)",Oversized
"ai-accountability-who-is-responsible-when-ai-causes-harm.png","ai-accountability-who-is-responsible-when-ai-causes-harm","responsibility","responsibility/ai-accountability-who-is-responsible-when-ai-causes-harm.png",.png,6235.7,"Dry Sage #a4ac86",Oversized
"ai-accountability-who-is-responsible-when-ai-causes-harm.webp","ai-accountability-who-is-responsible-when-ai-causes-harm","responsibility","responsibility/ai-accountability-who-is-responsible-when-ai-causes-harm.webp",.webp,234.6,"Dry Sage #a4ac86",Oversized
"ai-and-employment-law-hiring-algorithms-under-scrutiny.png","ai-and-employment-law-hiring-algorithms-under-scrutiny","responsibility","responsibility/ai-and-employment-law-hiring-algorithms-under-scrutiny.png",.png,8291.5,"Dry Sage #a4ac86",Oversized
"ai-and-employment-law-hiring-algorithms-under-scrutiny.webp","ai-and-employment-law-hiring-algorithms-under-scrutiny","responsibility","responsibility/ai-and-employment-law-hiring-algorithms-under-scrutiny.webp",.webp,236.7,"Dry Sage #a4ac86",Oversized
"ai-and-intellectual-property-copyright-patents-and-trade-secrets.png","ai-and-intellectual-property-copyright-patents-and-trade-secrets","responsibility","responsibility/ai-and-intellectual-property-copyright-patents-and-trade-secrets.png",.png,5679.9,"Dry Sage #a4ac86",Oversized
"ai-and-intellectual-property-copyright-patents-and-trade-secrets.webp","ai-and-intellectual-property-copyright-patents-and-trade-secrets","responsibility","responsibility/ai-and-intellectual-property-copyright-patents-and-trade-secrets.webp",.webp,194.0,"Dry Sage #a4ac86",OK
"ai-governance-frameworks-building-your-organizations-approach.png","ai-governance-frameworks-building-your-organizations-approach","responsibility","responsibility/ai-governance-frameworks-building-your-organizations-approach.png",.png,9573.8,"Dry Sage #a4ac86",Oversized
"ai-governance-frameworks-building-your-organizations-approach.webp","ai-governance-frameworks-building-your-organizations-approach","responsibility","responsibility/ai-governance-frameworks-building-your-organizations-approach.webp",.webp,328.8,"Dry Sage #a4ac86",Oversized
"ai-regulatory-sandboxes-testing-innovation-safely.png","ai-regulatory-sandboxes-testing-innovation-safely","responsibility","responsibility/ai-regulatory-sandboxes-testing-innovation-safely.png",.png,5953.6,"Dry Sage #a4ac86",Oversized
"ai-regulatory-sandboxes-testing-innovation-safely.webp","ai-regulatory-sandboxes-testing-innovation-safely","responsibility","responsibility/ai-regulatory-sandboxes-testing-innovation-safely.webp",.webp,284.0,"Dry Sage #a4ac86",Oversized
"ai-transparency-what-users-deserve-to-know.png","ai-transparency-what-users-deserve-to-know","responsibility","responsibility/ai-transparency-what-users-deserve-to-know.png",.png,10118.9,"Dry Sage #a4ac86",Oversized
"ai-transparency-what-users-deserve-to-know.webp","ai-transparency-what-users-deserve-to-know","responsibility","responsibility/ai-transparency-what-users-deserve-to-know.webp",.webp,152.1,"Dry Sage #a4ac86",OK
"brazils-ai-bill-regulation-in-latin-america.png","brazils-ai-bill-regulation-in-latin-america","responsibility","responsibility/brazils-ai-bill-regulation-in-latin-america.png",.png,11325.3,"Dry Sage #a4ac86",Oversized
"brazils-ai-bill-regulation-in-latin-america.webp","brazils-ai-bill-regulation-in-latin-america","responsibility","responsibility/brazils-ai-bill-regulation-in-latin-america.webp",.webp,233.9,"Dry Sage #a4ac86",Oversized
"california-ai-regulations-the-golden-states-approach.png","california-ai-regulations-the-golden-states-approach","responsibility","responsibility/california-ai-regulations-the-golden-states-approach.png",.png,11845.0,"Dry Sage #a4ac86",Oversized
"california-ai-regulations-the-golden-states-approach.webp","california-ai-regulations-the-golden-states-approach","responsibility","responsibility/california-ai-regulations-the-golden-states-approach.webp",.webp,178.5,"Dry Sage #a4ac86",OK
"chinas-ai-governance-a-different-model.png","chinas-ai-governance-a-different-model","responsibility","responsibility/chinas-ai-governance-a-different-model.png",.png,6199.4,"Dry Sage #a4ac86",Oversized
"chinas-ai-governance-a-different-model.webp","chinas-ai-governance-a-different-model","responsibility","responsibility/chinas-ai-governance-a-different-model.webp",.webp,177.5,"Dry Sage #a4ac86",OK
"consumer-protection-and-ai-ftc-section-5-explained.png","consumer-protection-and-ai-ftc-section-5-explained","responsibility","responsibility/consumer-protection-and-ai-ftc-section-5-explained.png",.png,5889.4,"Dry Sage #a4ac86",Oversized
"consumer-protection-and-ai-ftc-section-5-explained.webp","consumer-protection-and-ai-ftc-section-5-explained","responsibility","responsibility/consumer-protection-and-ai-ftc-section-5-explained.webp",.webp,359.0,"Dry Sage #a4ac86",Oversized
"cross-border-ai-compliance-navigating-multiple-jurisdictions.png","cross-border-ai-compliance-navigating-multiple-jurisdictions","responsibility","responsibility/cross-border-ai-compliance-navigating-multiple-jurisdictions.png",.png,1583.9,"Dry Sage #a4ac86",Oversized
"cross-border-ai-compliance-navigating-multiple-jurisdictions.webp","cross-border-ai-compliance-navigating-multiple-jurisdictions","responsibility","responsibility/cross-border-ai-compliance-navigating-multiple-jurisdictions.webp",.webp,128.5,"Dry Sage #a4ac86",OK
"foundation-model-obligations-what-the-eu-ai-act-requires.png","foundation-model-obligations-what-the-eu-ai-act-requires","responsibility","responsibility/foundation-model-obligations-what-the-eu-ai-act-requires.png",.png,1599.0,"Dry Sage #a4ac86",Oversized
"foundation-model-obligations-what-the-eu-ai-act-requires.webp","foundation-model-obligations-what-the-eu-ai-act-requires","responsibility","responsibility/foundation-model-obligations-what-the-eu-ai-act-requires.webp",.webp,143.5,"Dry Sage #a4ac86",OK
"global-ai-law-tracker-whos-regulating-what.png","global-ai-law-tracker-whos-regulating-what","responsibility","responsibility/global-ai-law-tracker-whos-regulating-what.png",.png,12546.2,"Dry Sage #a4ac86",Oversized
"global-ai-law-tracker-whos-regulating-what.webp","global-ai-law-tracker-whos-regulating-what","responsibility","responsibility/global-ai-law-tracker-whos-regulating-what.webp",.webp,200.9,"Dry Sage #a4ac86",Oversized
"human-centered-ai-design-keeping-people-in-the-loop.png","human-centered-ai-design-keeping-people-in-the-loop","responsibility","responsibility/human-centered-ai-design-keeping-people-in-the-loop.png",.png,5221.7,"Dry Sage #a4ac86",Oversized
"human-centered-ai-design-keeping-people-in-the-loop.webp","human-centered-ai-design-keeping-people-in-the-loop","responsibility","responsibility/human-centered-ai-design-keeping-people-in-the-loop.webp",.webp,152.9,"Dry Sage #a4ac86",OK
"nyc-local-law-144-automated-employment-decision-tools.png","nyc-local-law-144-automated-employment-decision-tools","responsibility","responsibility/nyc-local-law-144-automated-employment-decision-tools.png",.png,12649.5,"Dry Sage #a4ac86",Oversized
"nyc-local-law-144-automated-employment-decision-tools.webp","nyc-local-law-144-automated-employment-decision-tools","responsibility","responsibility/nyc-local-law-144-automated-employment-decision-tools.webp",.webp,254.2,"Dry Sage #a4ac86",Oversized
"singapores-ai-framework-the-business-friendly-approach.png","singapores-ai-framework-the-business-friendly-approach","responsibility","responsibility/singapores-ai-framework-the-business-friendly-approach.png",.png,5225.6,"Dry Sage #a4ac86",Oversized
"singapores-ai-framework-the-business-friendly-approach.webp","singapores-ai-framework-the-business-friendly-approach","responsibility","responsibility/singapores-ai-framework-the-business-friendly-approach.webp",.webp,152.9,"Dry Sage #a4ac86",OK
"the-eu-ai-act-europes-landmark-regulation-explained.png","the-eu-ai-act-europes-landmark-regulation-explained","responsibility","responsibility/the-eu-ai-act-europes-landmark-regulation-explained.png",.png,5448.9,"Dry Sage #a4ac86",Oversized
"the-eu-ai-act-europes-landmark-regulation-explained.webp","the-eu-ai-act-europes-landmark-regulation-explained","responsibility","responsibility/the-eu-ai-act-europes-landmark-regulation-explained.webp",.webp,232.6,"Dry Sage #a4ac86",Oversized
"the-legal-patchwork-existing-laws-that-apply-to-ai.png","the-legal-patchwork-existing-laws-that-apply-to-ai","responsibility","responsibility/the-legal-patchwork-existing-laws-that-apply-to-ai.png",.png,13852.4,"Dry Sage #a4ac86",Oversized
"the-legal-patchwork-existing-laws-that-apply-to-ai.webp","the-legal-patchwork-existing-laws-that-apply-to-ai","responsibility","responsibility/the-legal-patchwork-existing-laws-that-apply-to-ai.webp",.webp,661.7,"Dry Sage #a4ac86",Oversized
"the-right-to-explanation-what-gdpr-actually-requires.png","the-right-to-explanation-what-gdpr-actually-requires","responsibility","responsibility/the-right-to-explanation-what-gdpr-actually-requires.png",.png,5411.0,"Dry Sage #a4ac86",Oversized
"the-right-to-explanation-what-gdpr-actually-requires.webp","the-right-to-explanation-what-gdpr-actually-requires","responsibility","responsibility/the-right-to-explanation-what-gdpr-actually-requires.webp",.webp,195.0,"Dry Sage #a4ac86",OK
"uk-ai-regulation-the-pro-innovation-framework.png","uk-ai-regulation-the-pro-innovation-framework","responsibility","responsibility/uk-ai-regulation-the-pro-innovation-framework.png",.png,5075.9,"Dry Sage #a4ac86",Oversized
"uk-ai-regulation-the-pro-innovation-framework.webp","uk-ai-regulation-the-pro-innovation-framework","responsibility","responsibility/uk-ai-regulation-the-pro-innovation-framework.webp",.webp,156.0,"Dry Sage #a4ac86",OK
"ai-accountability.png","ai-accountability","risk","risk/ai-accountability.png",.png,12479.0,"Dark Walnut #582f0e",Oversized
"ai-accountability.webp","ai-accountability","risk","risk/ai-accountability.webp",.webp,265.5,"Dark Walnut #582f0e",Oversized
"ai-bill-of-rights.png","ai-bill-of-rights","risk","risk/ai-bill-of-rights.png",.png,12456.3,"Dark Walnut #582f0e",Oversized
"ai-bill-of-rights.webp","ai-bill-of-rights","risk","risk/ai-bill-of-rights.webp",.webp,200.0,"Dark Walnut #582f0e",OK
"ai-hallucinations.png","ai-hallucinations","risk","risk/ai-hallucinations.png",.png,5078.9,"Dark Walnut #582f0e",Oversized
"ai-hallucinations.webp","ai-hallucinations","risk","risk/ai-hallucinations.webp",.webp,169.5,"Dark Walnut #582f0e",OK
"ai-misinformation-democracy.png","ai-misinformation-democracy","risk","risk/ai-misinformation-democracy.png",.png,5023.4,"Dark Walnut #582f0e",Oversized
"ai-misinformation-democracy.webp","ai-misinformation-democracy","risk","risk/ai-misinformation-democracy.webp",.webp,78.1,"Dark Walnut #582f0e",OK
"ai-privacy-dilemma.png","ai-privacy-dilemma","risk","risk/ai-privacy-dilemma.png",.png,7388.7,"Dark Walnut #582f0e",Oversized
"ai-privacy-dilemma.webp","ai-privacy-dilemma","risk","risk/ai-privacy-dilemma.webp",.webp,158.8,"Dark Walnut #582f0e",OK
"ai-safety-failures.png","ai-safety-failures","risk","risk/ai-safety-failures.png",.png,9289.6,"Dark Walnut #582f0e",Oversized
"ai-safety-failures.webp","ai-safety-failures","risk","risk/ai-safety-failures.webp",.webp,132.7,"Dark Walnut #582f0e",OK
"ai-transparency.png","ai-transparency","risk","risk/ai-transparency.png",.png,6252.4,"Dark Walnut #582f0e",Oversized
"ai-transparency.webp","ai-transparency","risk","risk/ai-transparency.webp",.webp,354.0,"Dark Walnut #582f0e",Oversized
"algorithmic-bias.png","algorithmic-bias","risk","risk/algorithmic-bias.png",.png,6971.9,"Dark Walnut #582f0e",Oversized
"algorithmic-bias.webp","algorithmic-bias","risk","risk/algorithmic-bias.webp",.webp,247.4,"Dark Walnut #582f0e",Oversized
"autonomous-weapons.png","autonomous-weapons","risk","risk/autonomous-weapons.png",.png,5104.9,"Dark Walnut #582f0e",Oversized
"autonomous-weapons.webp","autonomous-weapons","risk","risk/autonomous-weapons.webp",.webp,155.5,"Dark Walnut #582f0e",OK
"black-box-explainability.png","black-box-explainability","risk","risk/black-box-explainability.png",.png,6353.3,"Dark Walnut #582f0e",Oversized
"black-box-explainability.webp","black-box-explainability","risk","risk/black-box-explainability.webp",.webp,78.1,"Dark Walnut #582f0e",OK
"deepfakes-trust-crisis.png","deepfakes-trust-crisis","risk","risk/deepfakes-trust-crisis.png",.png,7615.5,"Dark Walnut #582f0e",Oversized
"deepfakes-trust-crisis.webp","deepfakes-trust-crisis","risk","risk/deepfakes-trust-crisis.webp",.webp,149.3,"Dark Walnut #582f0e",OK
"ethics-landscape.png","ethics-landscape","risk","risk/ethics-landscape.png",.png,5354.5,"Dark Walnut #582f0e",Oversized
"ethics-landscape.webp","ethics-landscape","risk","risk/ethics-landscape.webp",.webp,171.6,"Dark Walnut #582f0e",OK
"fairness-definitions.png","fairness-definitions","risk","risk/fairness-definitions.png",.png,11697.3,"Dark Walnut #582f0e",Oversized
"fairness-definitions.webp","fairness-definitions","risk","risk/fairness-definitions.webp",.webp,221.1,"Dark Walnut #582f0e",Oversized
"human-centered-ai.png","human-centered-ai","risk","risk/human-centered-ai.png",.png,6621.9,"Dark Walnut #582f0e",Oversized
"human-centered-ai.webp","human-centered-ai","risk","risk/human-centered-ai.webp",.webp,552.0,"Dark Walnut #582f0e",Oversized
"job-displacement.png","job-displacement","risk","risk/job-displacement.png",.png,5546.2,"Dark Walnut #582f0e",Oversized
"job-displacement.webp","job-displacement","risk","risk/job-displacement.webp",.webp,224.3,"Dark Walnut #582f0e",Oversized
"oecd-ai-principles.png","oecd-ai-principles","risk","risk/oecd-ai-principles.png",.png,12791.9,"Dark Walnut #582f0e",Oversized
"oecd-ai-principles.webp","oecd-ai-principles","risk","risk/oecd-ai-principles.webp",.webp,268.4,"Dark Walnut #582f0e",Oversized
"responsible-ai-practice.png","responsible-ai-practice","risk","risk/responsible-ai-practice.png",.png,13051.7,"Dark Walnut #582f0e",Oversized
"responsible-ai-practice.webp","responsible-ai-practice","risk","risk/responsible-ai-practice.webp",.webp,366.8,"Dark Walnut #582f0e",Oversized
"taxonomy-ai-harms.png","taxonomy-ai-harms","risk","risk/taxonomy-ai-harms.png",.png,12573.2,"Dark Walnut #582f0e",Oversized
"taxonomy-ai-harms.webp","taxonomy-ai-harms","risk","risk/taxonomy-ai-harms.webp",.webp,288.4,"Dark Walnut #582f0e",Oversized
"trustworthy-ai-pillars.png","trustworthy-ai-pillars","risk","risk/trustworthy-ai-pillars.png",.png,10043.0,"Dark Walnut #582f0e",Oversized
"trustworthy-ai-pillars.webp","trustworthy-ai-pillars","risk","risk/trustworthy-ai-pillars.webp",.webp,188.8,"Dark Walnut #582f0e",OK
"unesco-ai-ethics.png","unesco-ai-ethics","risk","risk/unesco-ai-ethics.png",.png,13611.1,"Dark Walnut #582f0e",Oversized
"unesco-ai-ethics.webp","unesco-ai-ethics","risk","risk/unesco-ai-ethics.webp",.webp,479.6,"Dark Walnut #582f0e",Oversized
"bias-variance-tradeoff.png","bias-variance-tradeoff","terminology","terminology/bias-variance-tradeoff.png",.png,5274.6,"Camel #a68a64",Oversized
"bias-variance-tradeoff.webp","bias-variance-tradeoff","terminology","terminology/bias-variance-tradeoff.webp",.webp,109.6,"Camel #a68a64",OK
"cnns-image-recognition.png","cnns-image-recognition","terminology","terminology/cnns-image-recognition.png",.png,6821.1,"Camel #a68a64",Oversized
"cnns-image-recognition.webp","cnns-image-recognition","terminology","terminology/cnns-image-recognition.webp",.webp,624.9,"Camel #a68a64",Oversized
"embeddings-vectors.png","embeddings-vectors","terminology","terminology/embeddings-vectors.png",.png,6428.4,"Camel #a68a64",Oversized
"embeddings-vectors.webp","embeddings-vectors","terminology","terminology/embeddings-vectors.webp",.webp,356.1,"Camel #a68a64",Oversized
"feature-engineering.png","feature-engineering","terminology","terminology/feature-engineering.png",.png,5560.3,"Camel #a68a64",Oversized
"feature-engineering.webp","feature-engineering","terminology","terminology/feature-engineering.webp",.webp,277.3,"Camel #a68a64",Oversized
"hyperparameters-vs-parameters.png","hyperparameters-vs-parameters","terminology","terminology/hyperparameters-vs-parameters.png",.png,5514.9,"Camel #a68a64",Oversized
"hyperparameters-vs-parameters.webp","hyperparameters-vs-parameters","terminology","terminology/hyperparameters-vs-parameters.webp",.webp,210.1,"Camel #a68a64",Oversized
"inference-vs-training.png","inference-vs-training","terminology","terminology/inference-vs-training.png",.png,5646.2,"Camel #a68a64",Oversized
"inference-vs-training.webp","inference-vs-training","terminology","terminology/inference-vs-training.webp",.webp,247.0,"Camel #a68a64",Oversized
"machine-learning-terminology.png","machine-learning-terminology","terminology","terminology/machine-learning-terminology.png",.png,6775.9,"Camel #a68a64",Oversized
"machine-learning-terminology.webp","machine-learning-terminology","terminology","terminology/machine-learning-terminology.webp",.webp,515.3,"Camel #a68a64",Oversized
"model-size-scale.png","model-size-scale","terminology","terminology/model-size-scale.png",.png,5400.4,"Camel #a68a64",Oversized
"model-size-scale.webp","model-size-scale","terminology","terminology/model-size-scale.webp",.webp,173.4,"Camel #a68a64",OK
"neural-networks-basics.png","neural-networks-basics","terminology","terminology/neural-networks-basics.png",.png,5475.7,"Camel #a68a64",Oversized
"neural-networks-basics.webp","neural-networks-basics","terminology","terminology/neural-networks-basics.webp",.webp,221.6,"Camel #a68a64",Oversized
"pre-training-fine-tuning.png","pre-training-fine-tuning","terminology","terminology/pre-training-fine-tuning.png",.png,6135.7,"Camel #a68a64",Oversized
"pre-training-fine-tuning.webp","pre-training-fine-tuning","terminology","terminology/pre-training-fine-tuning.webp",.webp,414.6,"Camel #a68a64",Oversized
"rnns-sequence-data.png","rnns-sequence-data","terminology","terminology/rnns-sequence-data.png",.png,5999.4,"Camel #a68a64",Oversized
"rnns-sequence-data.webp","rnns-sequence-data","terminology","terminology/rnns-sequence-data.webp",.webp,244.6,"Camel #a68a64",Oversized
"supervised-unsupervised.png","supervised-unsupervised","terminology","terminology/supervised-unsupervised.png",.png,6031.2,"Camel #a68a64",Oversized
"supervised-unsupervised.webp","supervised-unsupervised","terminology","terminology/supervised-unsupervised.webp",.webp,189.9,"Camel #a68a64",OK
"training-validation-test.png","training-validation-test","terminology","terminology/training-validation-test.png",.png,5599.8,"Camel #a68a64",Oversized
"training-validation-test.webp","training-validation-test","terminology","terminology/training-validation-test.webp",.webp,259.1,"Camel #a68a64",Oversized
"transformers-architecture.png","transformers-architecture","terminology","terminology/transformers-architecture.png",.png,7068.7,"Camel #a68a64",Oversized
"transformers-architecture.webp","transformers-architecture","terminology","terminology/transformers-architecture.webp",.webp,568.6,"Camel #a68a64",Oversized
